timestamp,screen_status
2022-02-04 13:09:24.087000064,3
2022-02-04 13:10:52.819000064,2
2022-02-04 13:20:02.532000000,3
2022-02-04 13:21:36.688000000,2
2022-02-04 14:43:49.120999936,3
2022-02-04 14:43:55.843000064,2
2022-02-04 15:36:50.134000128,3
2022-02-04 15:43:03.780999936,2
2022-02-04 16:40:39.720999936,3
2022-02-04 16:42:11.564999936,2
2022-02-04 16:42:34.640999936,3
2022-02-04 16:42:59.228000000,2
2022-02-04 17:37:39.760000000,3
2022-02-04 17:38:07.217999872,2
2022-02-04 17:44:12.383000064,3
2022-02-04 17:45:33.027000064,2
2022-02-04 17:46:41.537999872,3
2022-02-04 17:46:56.622000128,2
2022-02-04 17:47:30.105999872,3
2022-02-04 17:49:14.025999872,2
2022-02-04 18:38:22.656000000,3
2022-02-04 18:39:20.139000064,2
2022-02-04 19:07:57.023000064,3
2022-02-04 19:09:03.164000000,2
2022-02-04 19:14:20.531000064,3
2022-02-04 19:16:07.895000064,2
2022-02-04 19:16:19.044000000,3
2022-02-04 19:16:34.076000000,2
2022-02-04 19:28:21.140999936,3
2022-02-04 19:31:23.531000064,2
2022-02-04 19:51:01.120000000,3
2022-02-04 19:53:00.366000128,2
2022-02-04 19:53:02.596000000,3
2022-02-04 19:53:11.484000000,2
2022-02-04 20:00:15.215000064,3
2022-02-04 20:00:50.839000064,2
2022-02-04 20:04:52.424000000,3
2022-02-04 20:05:35.937999872,2
2022-02-04 20:17:13.936999936,3
2022-02-04 20:18:28.014000128,2
2022-02-04 20:18:36.163000064,3
2022-02-04 20:19:48.675000064,2
2022-02-04 20:32:58.214000128,3
2022-02-04 20:35:02.839000064,2
2022-02-04 20:35:04.200000000,3
2022-02-04 20:35:15.796999936,2
2022-02-04 20:40:35.249999872,3
2022-02-04 20:42:52.897999872,2
2022-02-04 20:44:57.649999872,3
2022-02-04 20:47:23.524999936,2
2022-02-04 20:51:46.025999872,3
2022-02-04 21:00:12.864000000,2
2022-02-04 21:06:27.564999936,3
2022-02-04 21:09:06.521999872,2
2022-02-04 21:12:45.996000000,3
2022-02-04 21:27:00.220999936,2
2022-02-04 21:28:34.808000000,3
2022-02-04 21:29:44.276999936,2
2022-02-04 22:00:07.312999936,3
2022-02-04 22:07:36.648999936,2
2022-02-04 22:13:13.228000000,3
2022-02-04 22:18:30.264999936,2
2022-02-04 22:18:43.656000000,3
2022-02-04 22:19:54.736000000,2
2022-02-04 22:21:17.748999936,3
2022-02-04 22:27:00.502000128,2
2022-02-04 22:31:59.455000064,3
2022-02-04 22:33:17.332999936,2
2022-02-04 22:40:51.772000000,3
2022-02-04 22:41:14.580000000,2
2022-02-04 22:44:35.334000128,3
2022-02-04 22:47:40.871000064,2
2022-02-04 22:54:17.532000000,3
2022-02-04 23:00:52.108000000,2
2022-02-04 23:04:44.320999936,3
2022-02-04 23:04:56.600999936,2
2022-02-04 23:29:15.940999936,3
2022-02-04 23:30:51.412999936,2
2022-02-04 23:45:42.635000064,3
2022-02-04 23:46:19.276000000,2
2022-02-05 00:35:41.175000064,3
2022-02-05 00:37:54.305999872,2
2022-02-05 00:53:29.385999872,3
2022-02-05 00:53:43.552000000,2
2022-02-05 01:15:46.200000000,3
2022-02-05 01:16:19.696999936,2
2022-02-05 01:17:03.463000064,3
2022-02-05 01:18:24.788999936,2
2022-02-05 01:20:20.876000000,3
2022-02-05 01:21:41.875000064,2
2022-02-05 01:57:40.740999936,3
2022-02-05 01:58:01.734000128,2
2022-02-05 03:04:12.294000128,3
2022-02-05 03:04:56.974000128,2
2022-02-05 03:24:48.918000128,3
2022-02-05 03:49:55.740999936,2
2022-02-05 06:47:02.467000064,3
2022-02-05 06:47:48.702000128,2
2022-02-05 06:47:51.367000064,3
2022-02-05 06:48:08.676999936,2
2022-02-05 13:00:29.198000128,3
2022-02-05 13:00:36.816999936,2
2022-02-05 13:16:40.776999936,3
2022-02-05 13:17:49.900000000,2
2022-02-05 13:18:02.137999872,3
2022-02-05 13:18:08.580999936,2
2022-02-05 13:20:13.940999936,3
2022-02-05 13:20:17.768999936,2
2022-02-05 13:28:31.622000128,3
2022-02-05 13:28:36.107000064,2
2022-02-05 16:32:14.460000000,3
2022-02-05 16:40:56.902000128,2
2022-02-05 16:48:38.424000000,3
2022-02-05 16:48:47.664000000,2
2022-02-05 19:42:41.843000064,3
2022-02-05 19:43:02.704000000,2
2022-02-05 20:00:18.904999936,3
2022-02-05 20:05:41.632999936,2
2022-02-05 22:14:22.766000128,3
2022-02-05 22:15:04.257999872,2
2022-02-05 23:10:48.072000000,3
2022-02-05 23:13:43.312000000,2
2022-02-05 23:32:58.091000064,3
2022-02-05 23:33:28.296000000,2
2022-02-05 23:34:26.361999872,3
2022-02-05 23:35:01.931000064,2
2022-02-06 00:23:56.790000128,3
2022-02-06 00:27:08.407000064,2
2022-02-06 00:28:21.699000064,3
2022-02-06 00:28:22.204000000,2
2022-02-06 00:28:22.328999936,3
2022-02-06 00:29:14.240999936,2
2022-02-06 00:30:16.401999872,3
2022-02-06 00:30:26.511000064,2
2022-02-06 00:31:36.623000064,3
2022-02-06 00:31:48.294000128,2
2022-02-06 00:34:16.894000128,3
2022-02-06 00:34:28.740000000,2
2022-02-06 00:38:10.744000000,3
2022-02-06 00:38:14.939000064,2
2022-02-06 00:49:33.575000064,3
2022-02-06 00:50:02.736999936,2
2022-02-06 01:58:06.247000064,3
2022-02-06 01:58:11.888000000,2
2022-02-06 03:41:04.024000000,3
2022-02-06 03:43:39.254000128,2
2022-02-06 03:49:03.699000064,3
2022-02-06 03:49:29.518000128,2
2022-02-06 03:58:02.296999936,3
2022-02-06 04:02:51.174000128,2
2022-02-06 04:05:38.111000064,3
2022-02-06 04:12:15.788999936,2
2022-02-06 04:39:31.425999872,3
2022-02-06 04:46:46.646000128,2
2022-02-06 04:46:52.132000000,3
2022-02-06 04:47:53.991000064,2
2022-02-06 05:18:57.289999872,3
2022-02-06 05:23:04.328999936,2
2022-02-06 14:18:43.040000000,3
2022-02-06 14:19:27.000999936,2
2022-02-06 14:41:18.001999872,3
2022-02-06 14:45:08.648000000,2
2022-02-06 16:45:22.051000064,3
2022-02-06 16:56:14.391000064,2
2022-02-06 19:05:35.596999936,3
2022-02-06 19:10:56.043000064,2
2022-02-06 19:11:16.468000000,3
2022-02-06 19:12:27.452000000,2
2022-02-06 19:23:23.705999872,3
2022-02-06 19:24:26.046000128,2
2022-02-06 19:37:03.332000000,3
2022-02-06 19:37:16.385999872,2
2022-02-06 19:49:03.588999936,3
2022-02-06 19:51:11.152999936,2
2022-02-06 20:56:56.145999872,3
2022-02-06 22:11:50.350000128,2
2022-02-06 22:11:56.752999936,3
2022-02-06 22:13:24.472999936,2
2022-02-06 22:13:27.307000064,3
2022-02-06 22:14:46.785999872,2
2022-02-06 22:15:18.428999936,3
2022-02-06 22:15:56.843000064,2
2022-02-06 22:18:47.032999936,3
2022-02-06 22:20:10.073999872,2
2022-02-07 00:36:27.630000128,3
2022-02-07 00:40:04.576999936,2
2022-02-07 01:06:41.283000064,3
2022-02-07 01:08:07.791000064,2
2022-02-07 01:11:35.422000128,3
2022-02-07 01:11:47.624999936,2
2022-02-07 01:12:52.788000000,3
2022-02-07 01:13:58.476000000,2
2022-02-07 01:22:55.072000000,3
2022-02-07 01:24:08.515000064,2
2022-02-07 01:46:45.232000000,3
2022-02-07 01:46:47.499000064,2
2022-02-07 01:52:24.768000000,3
2022-02-07 01:52:31.516000000,2
2022-02-07 01:52:35.609999872,3
2022-02-07 01:56:25.280999936,2
2022-02-07 02:00:18.743000064,3
2022-02-07 02:02:10.753999872,2
2022-02-07 02:20:38.616000000,3
2022-02-07 02:23:16.764999936,2
2022-02-07 02:25:14.672000000,3
2022-02-07 02:25:35.641999872,2
2022-02-07 02:27:21.961999872,3
2022-02-07 02:31:01.905999872,2
2022-02-07 02:31:21.280000000,3
2022-02-07 02:32:08.223000064,2
2022-02-07 02:32:43.984999936,3
2022-02-07 02:33:17.108999936,2
2022-02-07 03:20:50.516999936,3
2022-02-07 03:23:09.739000064,2
2022-02-07 03:37:22.486000128,3
2022-02-07 03:38:58.551000064,2
2022-02-07 03:48:03.721999872,3
2022-02-07 03:48:04.264000000,2
2022-02-07 03:48:04.327000064,3
2022-02-07 03:58:31.404999936,2
2022-02-07 03:58:36.132999936,3
2022-02-07 04:01:29.776999936,2
2022-02-07 04:24:08.961999872,3
2022-02-07 04:25:13.980999936,2
2022-02-07 04:31:48.084999936,3
2022-02-07 04:32:17.391000064,2
2022-02-07 04:34:18.102000128,3
2022-02-07 04:56:30.736999936,2
2022-02-07 05:08:24.632999936,3
2022-02-07 05:44:49.376999936,2
2022-02-07 13:18:27.872999936,3
2022-02-07 13:19:13.200000000,2
2022-02-07 13:32:52.412999936,3
2022-02-07 13:33:05.411000064,2
2022-02-07 13:42:43.355000064,3
2022-02-07 13:42:52.187000064,2
2022-02-07 15:00:10.897999872,3
2022-02-07 15:02:27.331000064,2
2022-02-07 15:09:57.964000000,3
2022-02-07 15:12:05.719000064,2
2022-02-07 15:30:32.075000064,3
2022-02-07 15:32:25.732000000,2
2022-02-07 15:37:08.991000064,3
2022-02-07 15:38:48.932999936,2
2022-02-07 15:43:12.147000064,3
2022-02-07 15:46:11.985999872,2
2022-02-07 15:53:11.488000000,3
2022-02-07 15:53:52.536999936,2
2022-02-07 16:05:34.569999872,3
2022-02-07 16:14:08.398000128,2
2022-02-07 18:05:19.179000064,3
2022-02-07 18:06:05.992000000,2
2022-02-07 18:06:45.372000000,3
2022-02-07 18:10:40.401999872,2
2022-02-07 18:14:52.188000000,3
2022-02-07 18:16:11.836999936,2
2022-02-07 18:17:18.752999936,3
2022-02-07 18:23:33.177999872,2
2022-02-07 18:31:43.358000128,3
2022-02-07 18:36:11.152000000,2
2022-02-07 19:33:23.793999872,3
2022-02-07 19:37:40.104999936,2
2022-02-07 19:39:05.854000128,3
2022-02-07 19:39:33.368000000,2
2022-02-07 19:40:27.072000000,3
2022-02-07 19:40:38.086000128,2
2022-02-07 21:29:20.180000000,3
2022-02-07 21:29:26.396999936,2
2022-02-07 21:38:27.248000000,3
2022-02-07 21:39:34.075000064,2
2022-02-07 21:41:44.270000128,3
2022-02-07 21:42:17.382000128,2
2022-02-07 21:45:20.964999936,3
2022-02-07 21:45:35.712999936,2
2022-02-07 21:52:08.819000064,3
2022-02-07 21:52:34.238000128,2
2022-02-07 22:51:56.291000064,3
2022-02-07 22:51:56.692999936,2
2022-02-07 23:10:53.523000064,3
2022-02-07 23:19:58.172999936,2
2022-02-07 23:21:24.380999936,3
2022-02-07 23:25:38.806000128,2
2022-02-07 23:49:20.255000064,3
2022-02-07 23:59:38.329999872,2
2022-02-08 00:21:58.696000000,3
2022-02-08 00:24:58.319000064,2
2022-02-08 00:50:35.752999936,3
2022-02-08 00:51:13.984999936,2
2022-02-08 01:36:27.499000064,3
2022-02-08 01:36:47.222000128,2
2022-02-08 01:52:31.336999936,3
2022-02-08 01:58:29.176000000,2
2022-02-08 02:39:44.833999872,3
2022-02-08 02:41:59.823000064,2
2022-02-08 02:46:00.148999936,3
2022-02-08 02:46:13.713999872,2
2022-02-08 02:49:36.719000064,3
2022-02-08 02:51:37.190000128,2
2022-02-08 02:56:20.103000064,3
2022-02-08 03:01:23.671000064,2
2022-02-08 03:02:32.708999936,3
2022-02-08 03:11:43.417999872,2
2022-02-08 03:15:00.219000064,3
2022-02-08 03:17:04.100000000,2
2022-02-08 03:20:30.235000064,3
2022-02-08 03:26:04.372000000,2
2022-02-08 03:30:06.684999936,3
2022-02-08 03:33:34.180000000,2
2022-02-08 03:34:52.708999936,3
2022-02-08 03:49:01.848999936,2
2022-02-08 03:50:12.044000000,3
2022-02-08 03:59:49.668999936,2
2022-02-08 04:04:42.840000000,3
2022-02-08 04:05:13.401999872,2
2022-02-08 04:32:51.827000064,3
2022-02-08 04:33:36.979000064,2
2022-02-08 04:34:26.464999936,3
2022-02-08 04:36:57.248000000,2
2022-02-08 04:55:19.961999872,3
2022-02-08 04:55:38.336999936,2
2022-02-08 05:02:14.195000064,3
2022-02-08 05:03:07.192000000,2
2022-02-08 05:47:29.063000064,3
2022-02-08 05:47:29.246000128,2
2022-02-08 06:05:01.119000064,3
2022-02-08 06:06:32.003000064,2
2022-02-08 06:07:11.227000064,3
2022-02-08 06:07:33.230000128,2
2022-02-08 06:08:15.192000000,3
2022-02-08 06:43:32.936999936,2
2022-02-08 06:43:34.604000000,3
2022-02-08 06:46:03.921999872,2
2022-02-08 06:46:05.320999936,3
2022-02-08 06:46:22.710000128,2
2022-02-08 13:48:31.217999872,3
2022-02-08 13:48:44.463000064,2
2022-02-08 13:51:20.502000128,3
2022-02-08 13:54:19.236000000,2
2022-02-08 13:54:20.272999936,3
2022-02-08 13:54:25.472999936,2
2022-02-08 14:18:52.968000000,3
2022-02-08 14:25:07.217999872,2
2022-02-08 17:26:27.473999872,3
2022-02-08 17:28:55.039000064,2
2022-02-08 17:28:58.152000000,3
2022-02-08 17:29:24.388999936,2
2022-02-08 17:33:28.200999936,3
2022-02-08 17:36:04.214000128,2
2022-02-08 17:38:17.124999936,3
2022-02-08 17:38:37.776999936,2
2022-02-08 17:38:50.246000128,3
2022-02-08 17:42:12.984000000,2
2022-02-08 17:42:15.793999872,3
2022-02-08 17:50:15.390000128,2
2022-02-08 19:15:26.744000000,3
2022-02-08 19:24:25.896999936,2
2022-02-08 19:25:13.585999872,3
2022-02-08 19:26:51.868000000,2
2022-02-08 20:09:29.864999936,3
2022-02-08 20:10:48.508999936,2
2022-02-08 20:12:25.012999936,3
2022-02-08 20:12:33.225999872,2
2022-02-08 20:27:33.799000064,3
2022-02-08 20:27:46.212999936,2
2022-02-08 21:57:28.535000064,3
2022-02-08 21:57:32.200999936,2
2022-02-08 21:57:48.526000128,3
2022-02-08 21:58:49.358000128,2
2022-02-08 21:59:52.632000000,3
2022-02-08 22:09:33.524999936,2
2022-02-08 22:09:36.014000128,3
2022-02-08 22:09:44.588000000,2
2022-02-08 22:21:58.660000000,3
2022-02-08 22:25:33.385999872,2
2022-02-08 22:45:05.467000064,3
2022-02-08 23:03:53.448999936,2
2022-02-08 23:33:02.915000064,3
2022-02-08 23:36:37.216000000,2
2022-02-08 23:50:40.112999936,3
2022-02-08 23:52:23.140000000,2
2022-02-08 23:56:15.444999936,3
2022-02-08 23:56:57.836000000,2
2022-02-09 00:03:03.440000000,3
2022-02-09 00:10:02.897999872,2
2022-02-09 00:20:28.028999936,3
2022-02-09 00:21:37.743000064,2
2022-02-09 00:21:41.977999872,3
2022-02-09 00:21:56.755000064,2
2022-02-09 00:30:37.892999936,3
2022-02-09 00:30:53.092000000,2
2022-02-09 00:30:54.196000000,3
2022-02-09 00:31:08.540999936,2
2022-02-09 00:50:05.080999936,3
2022-02-09 00:50:34.872000000,2
2022-02-09 01:03:35.041999872,3
2022-02-09 01:06:55.676999936,2
2022-02-09 01:09:04.592000000,3
2022-02-09 01:10:22.961999872,2
2022-02-09 01:24:30.776000000,3
2022-02-09 01:27:39.092000000,2
2022-02-09 02:40:39.892000000,3
2022-02-09 02:44:29.767000064,2
2022-02-09 02:51:08.156000000,3
2022-02-09 02:51:27.648999936,2
2022-02-09 03:51:56.512999936,3
2022-02-09 04:09:21.447000064,2
2022-02-09 05:50:42.464999936,3
2022-02-09 06:03:47.188000000,2
2022-02-09 14:59:13.239000064,3
2022-02-09 15:02:55.680999936,2
2022-02-09 15:06:44.011000064,3
2022-02-09 15:09:10.764000000,2
2022-02-09 16:38:58.790000128,3
2022-02-09 16:40:26.992000000,2
2022-02-09 16:46:36.841999872,3
2022-02-09 16:46:45.768999936,2
2022-02-09 16:47:57.811000064,3
2022-02-09 16:49:57.327000064,2
2022-02-09 17:59:14.879000064,3
2022-02-09 17:59:29.895000064,2
2022-02-09 18:38:53.790000128,3
2022-02-09 18:41:34.158000128,2
2022-02-09 19:01:01.680000000,3
2022-02-09 19:02:03.030000128,2
2022-02-09 20:07:35.543000064,3
2022-02-09 20:14:44.720000000,2
2022-02-09 20:16:53.884000000,3
2022-02-09 20:17:17.649999872,2
2022-02-09 20:18:32.740000000,3
2022-02-09 20:20:36.438000128,2
2022-02-09 20:59:03.996999936,3
2022-02-09 21:00:26.972000000,2
2022-02-09 21:13:40.392000000,3
2022-02-09 21:14:42.992000000,2
2022-02-09 21:25:55.564999936,3
2022-02-09 21:27:14.400000000,2
2022-02-09 21:49:00.131000064,3
2022-02-09 21:49:02.535000064,2
2022-02-09 21:49:38.046000128,3
2022-02-09 21:49:43.449999872,2
2022-02-09 21:52:26.707000064,3
2022-02-09 21:52:36.056999936,2
2022-02-09 22:04:59.952999936,3
2022-02-09 22:05:06.172000000,2
2022-02-10 01:18:37.667000064,3
2022-02-10 01:20:44.182000128,2
2022-02-10 02:55:13.774000128,3
2022-02-10 02:55:53.188000000,2
2022-02-10 03:35:38.025999872,3
2022-02-10 03:35:45.960000000,2
2022-02-10 04:36:42.881999872,3
2022-02-10 04:40:56.396999936,2
2022-02-10 04:43:57.704999936,3
2022-02-10 04:48:23.300999936,2
2022-02-10 05:01:47.168000000,3
2022-02-10 05:02:54.100000000,2
2022-02-10 05:31:04.115000064,3
2022-02-10 05:35:54.064999936,2
2022-02-10 05:44:46.350000128,3
2022-02-10 05:46:14.804000000,2
2022-02-10 06:40:00.721999872,3
2022-02-10 06:41:21.207000064,2
2022-02-10 06:41:37.040000000,3
2022-02-10 06:46:46.470000128,2
2022-02-10 13:57:46.184000000,3
2022-02-10 13:59:05.636999936,2
2022-02-10 14:07:53.291000064,3
2022-02-10 14:08:59.843000064,2
2022-02-10 14:31:22.144999936,3
2022-02-10 14:32:03.828000000,2
2022-02-10 17:17:46.059000064,3
2022-02-10 17:18:02.404000000,2
2022-02-10 17:20:12.072999936,3
2022-02-10 17:20:42.286000128,2
2022-02-10 17:21:19.532000000,3
2022-02-10 17:31:26.328000000,2
2022-02-10 17:34:22.335000064,3
2022-02-10 17:37:19.472000000,2
2022-02-10 17:37:39.343000064,3
2022-02-10 17:38:42.792999936,2
2022-02-10 17:42:24.959000064,3
2022-02-10 17:42:27.956000000,2
2022-02-10 19:58:06.184000000,3
2022-02-10 19:59:53.460999936,2
2022-02-10 20:00:57.996000000,3
2022-02-10 20:02:03.646000128,2
2022-02-10 21:43:36.030000128,3
2022-02-10 21:47:25.851000064,2
2022-02-10 21:48:06.960000000,3
2022-02-10 21:48:07.513999872,2
2022-02-10 21:48:08.139000064,3
2022-02-10 21:48:53.523000064,2
2022-02-10 21:49:34.393999872,3
2022-02-10 21:50:28.324000000,2
2022-02-10 21:55:32.761999872,3
2022-02-10 21:55:33.264000000,2
2022-02-10 21:55:33.340000000,3
2022-02-10 21:55:53.544999936,2
2022-02-10 21:57:17.220000000,3
2022-02-10 21:58:55.727000064,2
2022-02-11 01:19:09.476999936,3
2022-02-11 01:20:37.896000000,2
2022-02-11 01:21:15.945999872,3
2022-02-11 01:21:20.937999872,2
2022-02-11 01:21:35.407000064,3
2022-02-11 01:21:49.112000000,2
2022-02-11 01:22:08.144000000,3
2022-02-11 01:22:12.587000064,2
2022-02-11 01:41:24.768000000,3
2022-02-11 01:43:08.511000064,2
2022-02-11 01:43:30.919000064,3
2022-02-11 01:43:51.016999936,2
2022-02-11 02:38:55.527000064,3
2022-02-11 02:39:12.575000064,2
2022-02-11 03:21:52.715000064,3
2022-02-11 03:42:51.113999872,2
2022-02-11 04:52:01.468999936,3
2022-02-11 04:54:52.702000128,2
2022-02-11 06:09:25.472000000,3
2022-02-11 06:13:11.084999936,2
2022-02-11 07:18:18.044999936,3
2022-02-11 07:20:53.806000128,2
2022-02-11 07:21:59.028000000,3
2022-02-11 07:32:12.580999936,2
2022-02-11 15:45:08.384999936,3
2022-02-11 15:45:54.839000064,2
2022-02-11 16:23:03.606000128,3
2022-02-11 16:23:16.756000000,2
2022-02-11 16:45:38.700000000,3
2022-02-11 16:46:33.350000128,2
2022-02-11 16:49:13.168000000,3
2022-02-11 16:51:06.520000000,2
2022-02-11 18:24:11.417999872,3
2022-02-11 18:24:39.504999936,2
2022-02-11 18:24:46.248999936,3
2022-02-11 18:25:04.011000064,2
2022-02-11 18:26:00.254000128,3
2022-02-11 18:26:18.428000000,2
2022-02-11 18:29:22.236999936,3
2022-02-11 18:31:45.654000128,2
2022-02-11 20:28:52.033999872,3
2022-02-11 20:49:30.836999936,2
2022-02-11 20:50:00.254000128,3
2022-02-11 20:50:28.352999936,2
2022-02-11 20:51:26.175000064,3
2022-02-11 20:52:56.103000064,2
2022-02-12 00:00:46.012000000,3
2022-02-12 00:01:36.231000064,2
2022-02-12 00:05:19.936999936,3
2022-02-12 00:05:27.998000128,2
2022-02-12 01:12:26.119000064,3
2022-02-12 01:14:22.991000064,2
2022-02-12 01:15:23.342000128,3
2022-02-12 01:23:43.012999936,2
2022-02-12 01:24:00.548999936,3
2022-02-12 01:27:22.310000128,2
2022-02-12 01:27:39.712999936,3
2022-02-12 01:29:10.760999936,2
2022-02-12 01:29:31.167000064,3
2022-02-12 01:30:43.911000064,2
2022-02-12 01:37:00.216999936,3
2022-02-12 01:52:10.267000064,2
2022-02-12 05:46:18.151000064,3
2022-02-12 05:50:38.894000128,2
2022-02-12 16:27:32.963000064,3
2022-02-12 16:42:06.467000064,2
2022-02-12 17:02:50.102000128,3
2022-02-12 17:14:52.315000064,2
2022-02-12 17:21:27.233999872,3
2022-02-12 17:22:58.504999936,2
2022-02-12 17:22:59.804999936,3
2022-02-12 17:43:37.327000064,2
2022-02-12 18:42:56.211000064,3
2022-02-12 18:43:33.732000000,2
2022-02-12 18:49:18.904999936,3
2022-02-12 18:54:22.292000000,2
2022-02-12 19:52:23.531000064,3
2022-02-12 19:52:42.963000064,2
2022-02-12 20:04:38.516000000,3
2022-02-12 20:06:08.681999872,2
2022-02-12 20:10:36.444000000,3
2022-02-12 20:11:03.094000128,2
2022-02-12 20:24:51.359000064,3
2022-02-12 20:25:14.758000128,2
2022-02-12 20:33:01.462000128,3
2022-02-12 20:34:21.184000000,2
2022-02-12 23:08:37.937999872,3
2022-02-12 23:09:35.543000064,2
2022-02-12 23:09:54.556999936,3
2022-02-12 23:11:30.825999872,2
2022-02-12 23:14:22.503000064,3
2022-02-12 23:15:46.153999872,2
2022-02-12 23:20:59.216000000,3
2022-02-12 23:21:17.654000128,2
2022-02-12 23:21:30.300999936,3
2022-02-12 23:22:15.484000000,2
2022-02-13 00:52:54.380000000,3
2022-02-13 00:57:56.222000128,2
2022-02-13 01:02:22.291000064,3
2022-02-13 01:03:33.104999936,2
2022-02-13 01:14:36.193999872,3
2022-02-13 01:16:58.483000064,2
2022-02-13 01:23:08.540000000,3
2022-02-13 01:24:09.431000064,2
2022-02-13 02:00:21.276000000,3
2022-02-13 02:01:04.278000128,2
2022-02-13 02:42:52.288999936,3
2022-02-13 02:43:00.644000000,2
2022-02-13 02:48:25.408999936,3
2022-02-13 02:49:33.566000128,2
2022-02-13 03:10:46.166000128,3
2022-02-13 03:36:47.385999872,2
2022-02-13 03:39:58.628999936,3
2022-02-13 03:42:24.019000064,2
2022-02-13 03:43:47.396000000,3
2022-02-13 03:45:59.054000128,2
2022-02-13 03:50:01.105999872,3
2022-02-13 03:50:34.856000000,2
2022-02-13 03:50:40.728000000,3
2022-02-13 03:51:24.283000064,2
2022-02-13 03:56:15.503000064,3
2022-02-13 03:57:32.113999872,2
