Timestamp,Screen Time (Mins)
2022-02-02 20:39:04.928999936,2.45
2022-02-02 20:42:55.027000064,0.6666666666666666
2022-02-02 20:48:00.084999936,1.0833333333333333
2022-02-02 20:51:32.307000064,0.9666666666666667
2022-02-02 21:00:30.535000064,5.816666666666666
2022-02-02 21:03:07.476999936,0.16666666666666666
2022-02-02 21:15:13.880000000,1.9833333333333334
2022-02-02 21:21:16.636000000,0.4666666666666667
2022-02-02 21:22:29.875000064,0.3
2022-02-02 21:31:53.860000000,2.6666666666666665
2022-02-02 21:32:19.550000128,0.31666666666666665
2022-02-02 21:39:37.600000000,0.2833333333333333
2022-02-02 21:46:03.259000064,0.18333333333333332
2022-02-02 21:51:32.230000128,2.2333333333333334
2022-02-02 22:14:44.759000064,2.6166666666666667
2022-02-02 22:32:32.452000000,0.06666666666666667
2022-02-03 01:05:32.311000064,0.08333333333333333
2022-02-03 02:23:22.883000064,0.36666666666666664
2022-02-03 02:31:43.047000064,0.1
2022-02-03 02:48:03.848000000,1.75
2022-02-03 03:27:00.159000064,0.31666666666666665
2022-02-03 04:06:36.788000000,1.2166666666666666
2022-02-03 04:15:19.537999872,6.25
2022-02-03 04:19:13.433999872,3.816666666666667
2022-02-03 05:56:54.310000128,7.566666666666666
2022-02-03 13:43:44.208999936,0.11666666666666667
2022-02-03 13:52:27.201999872,0.5833333333333334
2022-02-03 14:09:09.312000000,0.21666666666666667
2022-02-03 14:19:28.628000000,1.1666666666666667
2022-02-03 17:23:02.734000128,2.55
2022-02-03 17:30:45.336999936,2.183333333333333
2022-02-03 18:04:58.406000128,0.5166666666666667
2022-02-03 19:20:28.425999872,0.08333333333333333
2022-02-03 19:42:55.368999936,0.2
2022-02-03 19:57:28.903000064,5.1
2022-02-03 20:20:32.420000000,0.5666666666666667
2022-02-03 21:49:17.316000000,0.55
2022-02-03 21:55:28.532999936,1.75
2022-02-03 22:05:46.919000064,4.616666666666666
2022-02-03 22:28:12.648999936,0.18333333333333332
2022-02-04 01:23:46.129999872,53.8
2022-02-04 02:37:49.428000000,2.75
2022-02-04 03:01:18.606000128,0.5333333333333333
