_id,timestamp,device_id,device_id
3810564,1643992954641.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3810565,1643992979228.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3812712,1643996259760.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3812713,1643996287218.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3812714,1643996652383.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3812715,1643996733027.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3812716,1643996801538.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3812717,1643996816622.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3812718,1643996850106.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3812719,1643996954026.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3815129,1643999902656.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3815130,1643999960139.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3815131,1644001677023.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3815132,1644001743164.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3815133,1644002060531.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3815134,1644002167895.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3815135,1644002179044.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3815136,1644002194076.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3817127,1644002901141.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3817128,1644003083531.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3817129,1644004261120.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3817130,1644004380366.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3817131,1644004382596.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3817132,1644004391484.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3817133,1644004815215.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3817134,1644004850839.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3817135,1644005092424.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3817136,1644005135938.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3817137,1644005833937.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3817138,1644005908014.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3817139,1644005916163.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3817140,1644005988675.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3818933,1644006778214.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3818934,1644006902839.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3818935,1644006904200.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3818936,1644006915797.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3818937,1644007235250.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3818938,1644007372898.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3818939,1644007497650.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3818940,1644007643525.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3818941,1644007906026.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3818942,1644008412864.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3818943,1644008787565.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3818944,1644008946522.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3818945,1644009165996.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3821159,1644010020221.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3821160,1644010114808.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3821161,1644010184277.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3821162,1644012007313.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3821163,1644012456649.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3821164,1644012793228.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3821165,1644013110265.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3821166,1644013123656.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3821167,1644013194736.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3823010,1644013277749.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3823011,1644013620502.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3823012,1644013919455.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3823013,1644013997333.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3823014,1644014451772.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3823015,1644014474580.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3823016,1644014675334.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3823017,1644014860871.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3823018,1644015257532.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3823019,1644015652108.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3823020,1644015884321.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3823021,1644015896601.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3825481,1644017355941.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3825482,1644017451413.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3825483,1644018342635.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3825484,1644018379276.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3828245,1644021341175.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3828246,1644021474306.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3828247,1644022409386.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3828248,1644022423552.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3828249,1644023746200.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3828250,1644023779697.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3828251,1644023823463.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3828252,1644023904789.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3828253,1644024020876.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3830043,1644024101875.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3830044,1644026260741.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3830045,1644026281734.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3831537,1644030252294.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3831538,1644030296974.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3833144,1644031488918.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3833145,1644032995741.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3837607,1644043622467.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3837608,1644043668702.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3837609,1644043671367.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3837610,1644043688677.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3840757,1644066029198.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3840758,1644066036817.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3840759,1644067000777.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3840760,1644067069900.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3840761,1644067082138.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3840762,1644067088581.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3840763,1644067213941.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3840764,1644067217769.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3841346,1644067711622.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3841347,1644067716107.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3844889,1644078734460.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3844890,1644079256902.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3844891,1644079718424.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3844892,1644079727664.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3857094,1644090161843.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3857095,1644090182704.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3857096,1644091218905.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3857097,1644091541633.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3857098,1644099262766.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3857099,1644099304258.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3857100,1644102648072.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3857101,1644102823312.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3858584,1644103978091.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3858585,1644104008296.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3858586,1644104066362.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3858587,1644104101931.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3860604,1644107036790.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3860605,1644107228407.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3860606,1644107301699.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3860607,1644107302204.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3860608,1644107302329.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3860609,1644107354241.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3860610,1644107416402.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3860611,1644107426511.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3860612,1644107496623.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3860613,1644107508294.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3860614,1644107656894.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3860615,1644107668740.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3860616,1644107890744.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3860617,1644107894939.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3860618,1644108573575.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3860619,1644108602737.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3862626,1644112686247.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3862627,1644112691888.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3865555,1644118864024.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3865556,1644119019254.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3865557,1644119343699.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3865558,1644119369518.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3865559,1644119882297.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3865560,1644120171174.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3865561,1644120338111.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3865562,1644120735789.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3866770,1644122371426.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3866771,1644122806646.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3866772,1644122812132.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3866773,1644122873991.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3866774,1644124737290.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3867618,1644124984329.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3873878,1644157123040.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3873879,1644157167001.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3874561,1644158478002.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3874562,1644158708648.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3877152,1644165922051.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3877153,1644166574391.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3880503,1644174335597.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3880504,1644174656043.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3880505,1644174676468.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3880506,1644174747452.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3880507,1644175403706.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3881859,1644175466046.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3881860,1644176223332.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3881861,1644176236386.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3881862,1644176943589.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3881863,1644177071153.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3883867,1644181016146.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3885559,1644185510350.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3885560,1644185516753.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3885561,1644185604473.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3885562,1644185607307.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3885563,1644185686786.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3885564,1644185718429.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3885565,1644185756843.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3885566,1644185927033.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3885567,1644186010074.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3890846,1644194187630.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3890847,1644194404577.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3890848,1644196001283.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3890849,1644196087791.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3890850,1644196295422.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3890851,1644196307625.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3890852,1644196372788.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3890853,1644196438476.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3892406,1644196975072.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3892407,1644197048515.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3892408,1644198405232.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3892409,1644198407499.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3892410,1644198744768.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3892411,1644198751516.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3892412,1644198755610.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3892413,1644198985281.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3892414,1644199218743.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3892415,1644199330754.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3894994,1644200438616.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3894995,1644200596765.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3894996,1644200714672.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3894997,1644200735642.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3894998,1644200841962.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3894999,1644201061906.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3895000,1644201081280.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3895001,1644201128223.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3895002,1644201163985.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3895003,1644201197109.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3897090,1644204050517.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3897091,1644204189739.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3897092,1644205042486.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3897093,1644205138551.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3897094,1644205683722.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
3897095,1644205684264.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,2
3897096,1644205684327.0,3b2d582a-bc94-4a40-a6b7-11256c664dbd,3
